,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
6351071,697,TRANSFER,1226390.31,C2082930314,1226390.31,0.0,C1063512541,0.0,0.0,1
6008417,433,CASH_OUT,5270.57,C1431630057,5270.57,0.0,C1051716016,305288.23,310558.81,1
2801091,218,TRANSFER,494453.52,C2003844329,494453.52,0.0,C1624790907,0.0,0.0,1
1440594,140,TRANSFER,98918.12,C1764838564,98918.12,0.0,C908334947,0.0,0.0,1
4556497,327,TRANSFER,3371613.85,C1640742550,543179.0,0.0,C677514551,0.0,3371613.85,0
354921,17,CASH_OUT,4709.47,C1729548002,73055.0,68345.53,C1986547374,548352.56,624518.54,0
3179194,239,TRANSFER,487572.45,C1269721100,487572.45,0.0,C2118952625,0.0,0.0,1
530373,20,CASH_OUT,67176.14,C955047325,1524.0,0.0,C1812628304,0.0,67176.14,0
1141253,131,TRANSFER,7476725.66,C452889653,7476725.66,0.0,C1784013165,0.0,0.0,1
1916532,166,TRANSFER,1803411.53,C660401037,1803411.53,0.0,C1657963478,0.0,0.0,1
6351219,702,TRANSFER,10000000.0,C485022724,33171085.59,23171085.59,C1852255407,0.0,0.0,1
6118268,533,TRANSFER,495977.84,C1851117784,495977.84,0.0,C705045817,0.0,0.0,1
6065303,511,CASH_OUT,2491.85,C1646554602,2491.85,0.0,C120002331,292572.02,295063.87,1
6079656,520,TRANSFER,2871898.5,C955101286,2871898.5,0.0,C1205312123,0.0,0.0,1
4004177,298,CASH_IN,58490.49,C905499783,50203.0,108693.49,C1167580175,372293.37,486726.87,0
580050,33,CASH_OUT,23622.03,C126298382,28743.0,5120.97,C1604866476,0.0,23622.03,0
3175517,238,CASH_OUT,240899.12,C521538595,240899.12,0.0,C1990446259,85009.83,325908.95,1
6068431,514,CASH_IN,1516.53,C718739641,7651664.49,7653181.01,C1487056957,886740.85,885224.33,0
1869,1,TRANSFER,25071.46,C669700766,25071.46,0.0,C1384210339,0.0,0.0,1
3163796,237,PAYMENT,7821.07,C257982193,99193.0,91371.93,M650452135,0.0,0.0,0
1796673,162,CASH_IN,195687.88,C1288472090,109434.0,305121.88,C474385902,434892.78,239204.9,0
6262825,612,CASH_OUT,2082884.49,C735225531,2082884.49,0.0,C19320432,3261945.96,5344830.44,1
3026524,233,TRANSFER,597411.76,C2113853115,597411.76,0.0,C338573575,0.0,0.0,1
1511315,147,CASH_OUT,522343.83,C1605191910,522343.83,0.0,C201338913,3135268.16,3657611.99,1
1030722,86,CASH_OUT,372344.58,C2134607507,372344.58,0.0,C950019767,0.0,372344.58,1
5664254,396,CASH_OUT,59996.12,C690114477,59996.12,0.0,C543599134,0.0,59996.12,1
3833058,282,CASH_OUT,81557.34,C276765251,199509.0,117951.66,C791010251,0.0,81557.34,0
4132824,302,CASH_OUT,118594.01,C622513786,923151.0,804556.99,C786291986,631353.24,749947.25,0
6065289,510,CASH_OUT,844348.52,C1071582702,844348.52,0.0,C2098599173,37158.79,881507.31,1
1059622,109,TRANSFER,252417.45,C1220229602,252417.45,0.0,C1660826618,0.0,0.0,1
5183488,360,CASH_OUT,261742.96,C1019233817,261742.96,0.0,C97431469,202735.19,464478.14,1
1813160,163,TRANSFER,1266967.78,C115382576,54963.0,0.0,C1611495327,0.0,1266967.78,0
3960336,296,TRANSFER,717046.74,C1732292791,717046.74,0.0,C1402438091,0.0,0.0,1
1059608,108,TRANSFER,36847.9,C696671781,36847.9,0.0,C1532653479,0.0,0.0,1
3506934,259,CASH_IN,197659.94,C754231711,91937.0,289596.94,C805820008,1371759.43,1174099.49,0
6272968,628,TRANSFER,385207.12,C1182722918,385207.12,0.0,C820606859,0.0,0.0,1
3913781,284,CASH_OUT,558050.49,C157484257,558050.49,0.0,C2055772170,105134.97,810052.81,1
6292295,664,CASH_OUT,639991.03,C1750763630,639991.03,0.0,C2000520198,0.0,639991.03,1
4243262,306,TRANSFER,850530.59,C1303640793,850530.59,0.0,C2112578501,0.0,0.0,1
576361,31,CASH_OUT,587031.2,C1534882693,587031.2,0.0,C534658891,338247.75,925278.94,1
3555476,260,PAYMENT,5153.6,C955798631,659924.0,654770.4,M2074845698,0.0,0.0,0
5221153,370,CASH_OUT,1653144.1,C395458530,1653144.1,0.0,C1340837967,28997.07,1682141.17,1
1398082,139,CASH_OUT,90969.15,C1548731188,0.0,0.0,C710429046,860480.96,951450.1,0
3658948,275,TRANSFER,2607790.58,C1448180572,2607790.58,0.0,C669935594,0.0,0.0,1
4967551,351,TRANSFER,9772559.35,C417981063,9772559.35,0.0,C1176673721,0.0,0.0,1
6061883,502,TRANSFER,73051.02,C538641339,73051.02,0.0,C1444289566,0.0,0.0,1
4058810,300,TRANSFER,176059.16,C1589553907,176059.16,0.0,C1151960519,0.0,0.0,1
6010872,444,CASH_OUT,541486.74,C1890301666,541486.74,0.0,C1690450684,0.0,541486.74,1
125353,11,PAYMENT,17375.9,C343885752,0.0,0.0,M471159603,0.0,0.0,0
6010955,447,TRANSFER,3965182.83,C786548391,3965182.83,0.0,C1008141615,0.0,0.0,1
6040743,489,CASH_OUT,107128.17,C596998655,107128.17,0.0,C1550443264,29150.7,136278.86,1
4750936,333,CASH_IN,48190.47,C2127583569,2706509.59,2754700.06,C1731411548,57301772.33,57253581.86,0
5563754,389,CASH_OUT,173668.46,C1332434443,173668.46,0.0,C672297359,383083.73,556752.19,1
6118262,533,TRANSFER,1303029.52,C1028433606,1303029.52,0.0,C1309625211,0.0,0.0,1
6168485,553,TRANSFER,1688761.08,C777851401,1688761.08,0.0,C1452777690,0.0,0.0,1
6351062,697,CASH_OUT,106850.22,C1154596153,106850.22,0.0,C332712449,225081.54,331931.76,1
3193222,248,CASH_OUT,4011314.1,C511866589,4011314.1,0.0,C485003808,229237.42,4240551.52,1
6201897,581,TRANSFER,121142.75,C27960358,121142.75,0.0,C1910414505,0.0,0.0,1
3610547,266,CASH_OUT,3486005.08,C1300574911,3486005.08,0.0,C952807483,50634.59,3536639.67,1
2420793,202,CASH_IN,19750.25,C1116798160,12625360.64,12645110.89,C144381839,454870.5,435120.26,0
6018618,452,CASH_OUT,227349.18,C1852618568,227349.18,0.0,C1829345728,111961.16,339310.34,1
2982687,231,TRANSFER,261331.82,C829550304,261331.82,0.0,C1922723403,0.0,0.0,1
1355016,137,CASH_OUT,15744.39,C13307927,0.0,0.0,C2139950915,4086928.32,4102672.71,0
6281798,651,CASH_OUT,65494.78,C1340594574,65494.78,0.0,C1088639142,422252.51,487747.29,1
6019724,457,TRANSFER,879136.17,C2075685093,879136.17,0.0,C1475814137,0.0,0.0,1
2801104,219,CASH_OUT,36371.77,C1856113052,36371.77,0.0,C1590703895,0.0,36371.77,1
5759706,400,CASH_OUT,181320.02,C1544972563,0.0,0.0,C1258491349,309452.44,490772.46,0
6168735,562,TRANSFER,8208916.0,C364617026,8208916.0,0.0,C1664077486,0.0,0.0,1
6194202,572,TRANSFER,262960.23,C1013385845,262960.23,0.0,C1547908337,0.0,0.0,1
5166863,358,CASH_IN,289921.39,C303110404,7533482.77,7823404.15,C920639333,1983485.06,1693563.68,0
3668309,276,TRANSFER,431368.43,C34397565,0.0,0.0,C422454386,2211520.33,2642888.76,0
592629,33,CASH_OUT,297634.97,C1444331838,0.0,0.0,C323469349,4660557.85,4958192.83,0
3948136,287,TRANSFER,491847.47,C1042812790,491847.47,0.0,C610496257,0.0,0.0,1
2726959,212,CASH_OUT,555574.92,C857225298,555574.92,0.0,C1399829166,4271280.57,4826855.5,1
6118836,537,CASH_OUT,254773.22,C127960549,254773.22,0.0,C1692377188,672304.86,927078.09,1
90070,10,TRANSFER,93810.76,C481501970,93810.76,0.0,C1262577882,0.0,0.0,1
5620130,395,CASH_IN,353704.85,C1047084547,9034170.9,9387875.75,C1790065167,1367149.36,1013444.51,0
6065041,509,TRANSFER,23413.67,C2101272000,23413.67,0.0,C255541655,0.0,0.0,1
6033048,476,CASH_OUT,468599.79,C360538311,468599.79,0.0,C1834951696,37278.5,505878.3,1
5627583,395,CASH_OUT,171880.67,C19486690,171880.67,0.0,C1283356428,2893198.81,3086348.25,1
976982,44,PAYMENT,20479.84,C1900162067,0.0,0.0,M974519381,0.0,0.0,0
5927767,404,CASH_OUT,123347.96,C949018225,0.0,0.0,C1164647792,297122.9,420470.86,0
1480889,141,PAYMENT,8674.15,C192990139,20324.0,11649.85,M1017656956,0.0,0.0,0
6273158,632,TRANSFER,407347.84,C1538572034,407347.84,0.0,C2019715796,0.0,0.0,1
2699859,211,TRANSFER,157137.97,C195008073,157137.97,0.0,C390992716,0.0,0.0,1
3610979,269,TRANSFER,32527.0,C1930526816,32527.0,0.0,C1608920091,0.0,0.0,1
6205668,586,CASH_IN,229646.78,C1533262537,1109753.35,1339400.13,C506426624,2660964.46,2431317.68,0
1526206,153,TRANSFER,412511.32,C742014717,412511.32,0.0,C832072738,0.0,0.0,1
6019280,455,CASH_OUT,2108589.59,C759307305,2108589.59,0.0,C611078934,0.0,2108589.59,1
2767069,213,CASH_IN,63940.67,C2962915,8695359.46,8759300.13,C2052942135,1122749.4,1058808.73,0
6131926,543,TRANSFER,74436.56,C694879733,74436.56,0.0,C1164535816,0.0,0.0,1
3812266,281,PAYMENT,10529.66,C1231292425,157828.94,147299.28,M585330891,0.0,0.0,0
2920530,229,CASH_IN,249524.49,C1942341553,500.0,250024.49,C246509246,95452.84,0.0,0
3590556,262,PAYMENT,15821.89,C71131991,0.0,0.0,M1731097936,0.0,0.0,0
1231423,133,CASH_OUT,346179.04,C2145883780,18281.0,0.0,C2128223793,37680.89,383859.93,0
5219243,370,TRANSFER,136303.94,C830773377,0.0,0.0,C859129261,1042775.48,1179079.43,0
2331751,188,CASH_OUT,105323.38,C1440495404,2067.0,0.0,C317708431,0.0,105323.38,0
6014711,450,TRANSFER,9228514.1,C920327149,9228514.1,0.0,C118210084,0.0,0.0,1
6018860,454,CASH_OUT,404185.57,C1310120773,404185.57,0.0,C434003582,113577.26,517762.83,1
3208445,249,CASH_OUT,299298.5,C529456580,299298.5,0.0,C1686770786,30615.0,329913.5,1
6211313,588,CASH_OUT,18754.33,C3859782,9400.0,0.0,C1089404023,0.0,18754.33,0
3257999,251,CASH_OUT,345425.57,C1514359401,345425.57,0.0,C648222182,208488.9,553914.47,1
5206608,370,PAYMENT,1062.24,C1930655475,78993.0,77930.76,M1869824247,0.0,0.0,0
6021360,467,TRANSFER,636942.02,C747042147,636942.02,0.0,C310235538,0.0,0.0,1
4876239,348,PAYMENT,3402.76,C869996679,150.0,0.0,M380574965,0.0,0.0,0
3019271,233,TRANSFER,157353.39,C893034321,157353.39,0.0,C704220128,0.0,0.0,1
6296702,679,TRANSFER,403274.41,C1168831022,403274.41,0.0,C266215740,0.0,0.0,1
1030650,81,CASH_OUT,2737766.8,C1419156412,2737766.8,0.0,C31490801,0.0,2737766.8,1
3449294,257,CASH_OUT,167727.15,C2077612566,0.0,0.0,C1662535086,1104976.8,1272703.95,0
1114866,130,PAYMENT,8249.01,C394152528,0.0,0.0,M1875612451,0.0,0.0,0
6192051,571,CASH_OUT,68950.16,C1933516721,20906.0,0.0,C659339700,776470.45,845420.61,0
5941211,404,CASH_IN,210630.43,C426482557,862.0,211492.43,C1417724949,129015.48,0.0,0
5562492,385,TRANSFER,627088.33,C2099684775,627088.33,0.0,C835286210,0.0,0.0,1
6168729,561,TRANSFER,2329379.8,C2139567516,2329379.8,0.0,C411313831,0.0,0.0,1
1198083,133,PAYMENT,3949.55,C1630493800,0.0,0.0,M1786121827,0.0,0.0,0
467533,19,CASH_OUT,154676.36,C382760773,60322.0,0.0,C41833309,1460854.77,1615531.13,0
6268976,618,CASH_OUT,34473.07,C1253152318,34473.07,0.0,C1286341721,17653.89,52126.95,1
5799482,401,CASH_IN,710825.35,C1547770529,2695759.41,3406584.76,C1883840933,156613890.22,155903064.87,0
527568,20,CASH_OUT,105345.25,C1653483754,49625.0,0.0,C624697027,653128.72,758473.97,0
2631089,209,CASH_OUT,329156.43,C665359708,329156.43,0.0,C1324874027,0.0,329156.43,1
2994140,232,TRANSFER,704847.5,C806734752,28218.0,0.0,C864061414,235207.56,1180290.85,0
2620882,208,CASH_IN,256360.92,C1742771231,4306574.53,4562935.45,C171604342,437201.91,180840.99,0
1148109,131,CASH_OUT,2745923.02,C1403642146,2745923.02,0.0,C929286459,3749390.59,6495313.61,1
393874,18,CASH_IN,137404.31,C271909893,183734.99,321139.31,C1920319705,439372.96,301968.64,0
1849611,163,CASH_OUT,137106.69,C771784106,21415.0,0.0,C912352496,68458.83,205565.52,0
611235,34,CASH_OUT,1462355.44,C1049482889,1462355.44,0.0,C373339841,1544724.84,3007080.29,1
6278832,642,PAYMENT,5893.2,C1423521490,0.0,0.0,M659380347,0.0,0.0,0
1843997,163,CASH_IN,249677.58,C1902721202,21434.0,271111.58,C1194436833,326195.11,76517.54,0
964900,44,CASH_IN,61303.69,C2005864030,5853571.16,5914874.85,C1263419032,65249.7,3946.01,0
6362401,726,CASH_OUT,765104.94,C1722472158,765104.94,0.0,C2112033670,2272254.15,3037359.09,1
605778,34,TRANSFER,51424.22,C1887135298,51424.22,0.0,C1119742908,0.0,0.0,1
6296624,674,TRANSFER,6250438.78,C2029976755,6250438.78,0.0,C693212579,0.0,0.0,1
6352863,705,CASH_OUT,353090.95,C793449159,353090.95,0.0,C985064489,257783.54,610874.48,1
6044572,491,TRANSFER,1265033.25,C816802649,1265033.25,0.0,C1270749460,0.0,0.0,1
3286051,252,CASH_OUT,164272.88,C1753792965,6712.0,0.0,C1988037354,373875.46,538148.34,0
1511365,150,CASH_OUT,3178915.22,C424434408,3178915.22,0.0,C524837856,690831.94,3869747.17,1
6009596,440,CASH_OUT,10000000.0,C2048555739,10000000.0,0.0,C180656543,0.0,10000000.0,1
5617300,395,CASH_IN,206136.01,C498929468,1732539.61,1938675.62,C1966135104,283708.21,77572.2,0
5579195,393,PAYMENT,22477.01,C1445617565,0.0,0.0,M1335344583,0.0,0.0,0
6202688,583,TRANSFER,1583.28,C469202951,1583.28,0.0,C1107076598,0.0,0.0,1
6008743,439,TRANSFER,203119.08,C1294508143,203119.08,0.0,C1542262415,0.0,0.0,1
163587,12,PAYMENT,11517.59,C878656021,216560.51,205042.92,M1167890319,0.0,0.0,0
1864132,164,TRANSFER,329728.11,C1588740494,329728.11,0.0,C827087701,0.0,0.0,1
627116,34,CASH_OUT,193349.64,C134784823,11683.0,0.0,C942824018,99387.84,365202.94,0
2392536,201,CASH_OUT,564699.59,C983474187,564699.59,0.0,C1474387671,0.0,564699.59,1
6296627,674,CASH_OUT,306505.03,C1205102139,306505.03,0.0,C125162058,0.0,306505.03,1
35149,9,PAYMENT,345.24,C1190687783,0.0,0.0,M1290736418,0.0,0.0,0
1117645,130,CASH_OUT,326886.97,C443211325,135.0,0.0,C238797189,1127792.94,1454679.91,0
1877737,164,TRANSFER,177680.54,C485323920,177680.54,0.0,C1780714769,0.0,0.0,1
1775184,162,TRANSFER,458760.73,C437357574,287.0,0.0,C1289260361,42383.51,501144.23,0
1059539,102,CASH_OUT,22025.14,C505649715,22025.14,0.0,C2023092141,1730076.39,1752101.53,1
2780799,214,TRANSFER,2582313.07,C1051284660,2582313.07,0.0,C1793602231,0.0,0.0,1
6020339,463,CASH_OUT,219300.76,C1410654808,219300.76,0.0,C1763889280,19058370.95,19277671.71,1
6160588,549,CASH_OUT,461442.52,C1093216808,461442.52,0.0,C713783990,11029.55,472472.07,1
3653004,275,TRANSFER,436739.34,C152762250,0.0,0.0,C952280731,8453992.19,8890731.53,0
5359752,375,TRANSFER,385567.18,C960563833,385567.18,0.0,C939732491,0.0,0.0,1
6296646,675,TRANSFER,950766.15,C1599964062,950766.15,0.0,C1375613207,0.0,0.0,1
473269,19,CASH_OUT,263720.99,C1633521313,0.0,0.0,C1007458253,275320.39,0.0,0
222328,14,CASH_OUT,542650.5,C1903516222,9148.0,0.0,C1097476560,1125775.33,1668425.82,0
2214170,186,TRANSFER,20364.0,C1715235345,20364.0,0.0,C1801554498,0.0,0.0,1
4379519,311,TRANSFER,225301.45,C500485629,225301.45,0.0,C822023370,0.0,0.0,1
1511374,151,TRANSFER,258103.59,C866838575,258103.59,0.0,C1299552545,0.0,0.0,1
3370016,254,PAYMENT,1412.72,C1055143794,0.0,0.0,M1039167452,0.0,0.0,0
6258968,599,TRANSFER,306675.37,C557227834,306675.37,0.0,C1797206393,0.0,0.0,1
4615874,329,PAYMENT,9429.27,C859869937,0.0,0.0,M399624705,0.0,0.0,0
4516024,325,CASH_OUT,441873.49,C1484076319,441873.49,0.0,C690812923,0.0,441873.49,1
5201782,369,CASH_IN,78755.7,C1723152364,6192715.05,6271470.75,C1604381732,127979.43,49223.73,0
5422149,378,CASH_OUT,186032.8,C1209626382,0.0,0.0,C1689438367,522715.74,708748.54,0
6168665,557,TRANSFER,74709.4,C171758172,74709.4,0.0,C1650736473,0.0,0.0,1
5188037,366,CASH_OUT,1846748.79,C1233106691,1846748.79,0.0,C1805423931,158690.24,2005439.03,1
2683086,210,CASH_OUT,116810.27,C187256477,0.0,0.0,C1967150705,509084.48,625894.75,0
400557,18,CASH_IN,139799.77,C881174355,19876.0,159675.77,C1450282055,0.0,150613.95,0
1030775,92,TRANSFER,21574.55,C2002083627,21574.55,0.0,C1024161943,0.0,0.0,1
1010171,46,PAYMENT,5273.83,C891690844,12450.0,7176.17,M470589571,0.0,0.0,0
6010871,444,TRANSFER,541486.74,C1850675328,541486.74,0.0,C7396544,0.0,0.0,1
996223,45,PAYMENT,2915.57,C1649467472,3904.0,988.43,M92314300,0.0,0.0,0
1059692,117,TRANSFER,466359.63,C916181834,466359.63,0.0,C2076493196,0.0,0.0,1
5963692,406,PAYMENT,48933.23,C865432599,73427.73,24494.5,M571956526,0.0,0.0,0
1030608,77,CASH_OUT,9039246.82,C378412722,9039246.82,0.0,C802151575,464686.69,9503933.51,1
1030322,56,CASH_OUT,2776135.33,C718213394,2776135.33,0.0,C1307403006,0.0,2776135.33,1
5178429,359,CASH_OUT,105733.45,C1248586428,105733.45,0.0,C1550187391,934471.58,1040205.03,1
3960260,291,TRANSFER,145035.4,C410161307,145035.4,0.0,C2092567505,0.0,0.0,1
1932225,175,TRANSFER,87622.5,C344677665,87622.5,0.0,C1831197115,0.0,0.0,1
1325511,137,TRANSFER,417217.89,C2118315952,417217.89,0.0,C1765086127,0.0,0.0,1
1729604,160,PAYMENT,3157.36,C1507867813,0.0,0.0,M1640477808,0.0,0.0,0
6115984,527,TRANSFER,6087.58,C2043835965,6087.58,0.0,C1646194293,0.0,0.0,1
5616080,395,CASH_OUT,134297.68,C1461368336,134297.68,0.0,C771844472,419490.33,553788.01,1
4950858,351,CASH_OUT,153607.08,C1223730292,153607.08,0.0,C547781326,276122.28,429729.36,1
4866687,348,PAYMENT,11934.17,C1922255988,196384.56,184450.39,M861496800,0.0,0.0,0
1030327,56,TRANSFER,325242.69,C464286204,325242.69,0.0,C1532660344,0.0,0.0,1
1687646,159,TRANSFER,20225.17,C570327586,20225.17,0.0,C2065540881,0.0,0.0,1
62463,9,CASH_OUT,122430.16,C284607952,20857.0,0.0,C942706476,1820882.75,2228531.54,0
6030059,472,TRANSFER,2739869.62,C957619820,2739869.62,0.0,C1424435329,0.0,0.0,1
1978760,179,CASH_OUT,445705.76,C1911704726,445705.76,0.0,C960848277,0.0,445705.76,1
3962618,297,CASH_OUT,42443.91,C905449653,3124.0,0.0,C1829714991,83525.16,125969.07,0
5128584,356,TRANSFER,5952739.3,C1569009550,5952739.3,0.0,C1429463996,0.0,0.0,1
6353619,706,TRANSFER,265961.0,C905502978,265961.0,0.0,C493873264,0.0,0.0,1
3187328,240,CASH_OUT,1782737.6,C1890666727,1782737.6,0.0,C2034377028,7355794.78,9138532.38,1
1442331,140,CASH_IN,32891.21,C488374209,1421377.65,1454268.86,C1963366337,362367.64,329476.43,0
4217366,305,TRANSFER,39342.59,C215109738,39342.59,0.0,C355565326,0.0,0.0,1
3960306,294,TRANSFER,70173.64,C1106741895,70173.64,0.0,C453454325,0.0,0.0,1
5996416,425,CASH_OUT,204030.2,C1353907463,204030.2,0.0,C79931133,0.0,204030.2,1
4269572,307,CASH_OUT,222735.34,C1332040146,222735.34,0.0,C1197434553,0.0,222735.34,1
1613638,156,CASH_IN,45726.85,C1195308894,2811912.45,2857639.29,C114526608,1382243.1,1336516.26,0
4650552,330,CASH_OUT,311499.8,C615614326,254379.0,0.0,C1641081311,10679.4,322179.2,0
6206416,586,TRANSFER,2581549.92,C1168747121,2581549.92,0.0,C1191561711,0.0,0.0,1
4748373,333,TRANSFER,325029.96,C2123297043,0.0,0.0,C1706452498,328302.78,653332.74,0
5573437,393,CASH_IN,234759.74,C1597770256,2568.0,237327.74,C884007421,215500.03,0.0,0
5945356,405,PAYMENT,21181.18,C2108406487,30594.41,9413.22,M80462126,0.0,0.0,0
2346883,189,CASH_IN,65458.57,C1321212009,209095.0,274553.57,C595199306,6907666.37,6842207.8,0
1320593,136,PAYMENT,10489.7,C1466622675,705824.0,695334.3,M269125047,0.0,0.0,0
72511,9,CASH_OUT,244068.01,C507466068,244068.01,0.0,C706331499,0.0,338538.16,1
4106736,302,CASH_IN,141857.19,C537017779,6011996.47,6153853.67,C1139143668,1075312.01,933454.81,0
6009613,441,TRANSFER,1043934.97,C408079205,1043934.97,0.0,C1354584978,0.0,0.0,1
2788264,215,TRANSFER,45053.05,C1832009183,45053.05,0.0,C1888133010,0.0,0.0,1
429748,18,CASH_IN,322635.04,C65499049,373766.0,696401.04,C679209740,601647.76,96572.41,0
6339936,692,TRANSFER,880661.14,C919338594,880661.14,0.0,C2020716565,0.0,0.0,1
6296639,675,TRANSFER,10000000.0,C1291955358,12772043.9,2772043.9,C285979005,0.0,0.0,1
4942291,350,CASH_OUT,396733.31,C1664655120,0.0,0.0,C1883853936,742796.03,1139529.34,0
5986972,408,TRANSFER,503961.93,C451898714,503961.93,0.0,C540990710,0.0,0.0,1
4187713,305,CASH_OUT,20244.02,C1064294776,0.0,0.0,C347009,1591670.08,1611914.09,0
5476276,379,TRANSFER,5150.17,C1936315335,107526.0,102375.83,C319239644,0.0,5150.17,0
1059687,117,CASH_OUT,149279.69,C653347115,149279.69,0.0,C1053517216,229339.41,378619.1,1
6039464,482,CASH_OUT,1059347.56,C1625110990,1059347.56,0.0,C1705027319,234543.3,1293890.85,1
3753790,279,CASH_OUT,43095.98,C1866027525,79300.0,36204.02,C7369923,413073.95,456169.94,0
6010855,444,TRANSFER,348055.47,C1424747794,348055.47,0.0,C1922828230,0.0,0.0,1
4894989,349,TRANSFER,319974.69,C1581587658,319974.69,0.0,C1897617923,0.0,0.0,1
615085,34,CASH_OUT,538462.58,C1577062995,0.0,0.0,C387517585,1423539.97,1962002.55,0
2078690,182,CASH_IN,86685.81,C1797175072,3460173.48,3546859.29,C1253461000,2478609.75,2391923.95,0
6296643,675,TRANSFER,1091589.88,C99498713,1091589.88,0.0,C1363621822,0.0,0.0,1
2532058,205,CASH_OUT,546026.98,C35263023,7397.0,0.0,C1002703519,136596.35,682623.33,0
6120013,538,TRANSFER,2136099.59,C913417990,2136099.59,0.0,C1582467338,0.0,0.0,1
5093023,355,CASH_OUT,150139.75,C683078783,665.0,0.0,C789721396,14672.4,164812.15,0
6360892,717,TRANSFER,407275.43,C1489529077,407275.43,0.0,C1297422929,0.0,0.0,1
4865342,348,CASH_IN,195128.78,C1801926029,2558635.91,2753764.69,C1978722952,407422.97,212294.19,0
945639,43,TRANSFER,362152.77,C1484448573,362152.77,0.0,C1911678087,0.0,0.0,1
5881962,403,PAYMENT,2469.19,C242010175,0.0,0.0,M2119627323,0.0,0.0,0
2912890,229,PAYMENT,34645.45,C1259694046,0.0,0.0,M415745945,0.0,0.0,0
1241907,134,CASH_OUT,317295.9,C1828985275,32278.0,0.0,C1359250234,0.0,317295.9,0
2787407,215,CASH_IN,150853.9,C1455900380,10588220.21,10739074.11,C1598376239,361799.42,210945.52,0
6057729,500,TRANSFER,930970.44,C676595441,930970.44,0.0,C1168246841,0.0,0.0,1
4226291,306,CASH_IN,182475.59,C1687294722,1147505.9,1329981.49,C41493615,2583418.55,2400942.97,0
1030513,69,TRANSFER,582571.87,C1164571434,582571.87,0.0,C895361185,0.0,0.0,1
6055683,498,TRANSFER,207261.07,C1013419575,207261.07,0.0,C1389517539,0.0,0.0,1
6177717,565,PAYMENT,8366.98,C915582178,20166.0,11799.02,M2130191794,0.0,0.0,0
5108694,355,CASH_IN,156280.12,C1857478412,20861.0,177141.12,C1075329044,2648061.35,2491781.23,0
205927,13,PAYMENT,2268.21,C1630383196,571344.93,569076.71,M1042966252,0.0,0.0,0
4344933,308,CASH_IN,180838.96,C1722684994,4062.0,184900.96,C1689370677,0.0,0.0,0
6278632,642,TRANSFER,450060.37,C680982592,450060.37,0.0,C1213851559,0.0,0.0,1
5150364,357,TRANSFER,245932.31,C1618068530,93924.0,0.0,C5376510,934708.38,1180640.69,0
6023723,469,DEBIT,3674.17,C1068693764,2068.0,0.0,C1357725293,2204388.08,2208062.25,0
6118814,536,CASH_OUT,232565.37,C605492867,232565.37,0.0,C64627863,0.0,232565.37,1
6275273,637,CASH_OUT,3845765.36,C2141919864,3845765.36,0.0,C1371101627,0.0,3845765.36,1
2119327,183,PAYMENT,22351.45,C1250499110,402.0,0.0,M1758121367,0.0,0.0,0
6281575,649,TRANSFER,177429.18,C1351652548,177429.18,0.0,C1346465513,0.0,0.0,1
1030549,72,TRANSFER,2947783.87,C1641673590,2947783.87,0.0,C227659861,0.0,0.0,1
1511346,149,TRANSFER,172510.95,C1433873566,172510.95,0.0,C45573890,0.0,0.0,1
6018869,454,TRANSFER,278577.6,C270286609,278577.6,0.0,C311232614,0.0,0.0,1
4910964,349,TRANSFER,1497838.34,C963304504,0.0,0.0,C111636207,14946004.72,16443843.06,0
1051209,95,CASH_IN,51448.21,C123873050,1000995.94,1052444.15,C2129269764,372742.53,321294.32,0
4785626,339,TRANSFER,164382.72,C121591434,164382.72,0.0,C245389073,0.0,0.0,1
1807510,163,CASH_OUT,268073.67,C1825019231,130144.65,0.0,C1699334301,525584.7,1263061.78,0
2540816,206,CASH_IN,98955.05,C1333413577,568.0,99523.05,C602875728,53715.3,0.0,0
6282441,656,CASH_OUT,766257.55,C38948739,766257.55,0.0,C533828275,46141756.44,46908013.99,1
6293765,668,CASH_OUT,307455.42,C1857166284,307455.42,0.0,C1314885852,0.0,307455.42,1
6202224,582,CASH_OUT,181543.89,C1075053079,181543.89,0.0,C875621777,0.0,181543.89,1
4308114,307,CASH_OUT,125705.54,C1425915832,0.0,0.0,C1529671818,4796823.06,4922528.6,0
6124532,540,CASH_IN,66487.56,C2117825689,1652725.1,1719212.66,C53323427,87207.75,20720.19,0
2116098,183,CASH_OUT,4354175.33,C750241530,4354175.33,0.0,C96592525,0.0,4778329.47,1
1637147,157,CASH_OUT,5034.59,C1784123463,617.0,0.0,C1433382206,0.0,5034.59,0
3666583,276,PAYMENT,10069.53,C20157384,14794.0,4724.47,M608786241,0.0,0.0,0
2325445,188,CASH_OUT,62660.97,C1511820757,10025.0,0.0,C731529205,88115.55,150776.52,0
1030548,71,CASH_OUT,345526.4,C1313615833,345526.4,0.0,C475338087,210291.99,555818.38,1
303660,15,CASH_OUT,59385.67,C1765315298,59385.67,0.0,C721356209,74371.0,133756.67,1
6187232,569,TRANSFER,2561698.04,C639357129,2561698.04,0.0,C179997962,0.0,0.0,1
3208800,249,CASH_IN,431141.04,C656695602,14471.0,445612.04,C1399504026,6563817.26,6132676.22,0
1665212,158,PAYMENT,2180.67,C1352768354,0.0,0.0,M133661616,0.0,0.0,0
